id,nombre,tipo
222,TE-MONT CONEX AMOV. COMP. 477,TRANSFORMADORES
223,TE-MONT CONEX AMOV. COMP. 4/0,TRANSFORMADORES
224,TE-MONT CONEX AMOV. COMP. 2/0,TRANSFORMADORES
225,BAJANTE BL <=50 KVA (Conductor y Pines),TRANSFORMADORES
226,BAJANTE BL > 50 KVA (Conductor y Pines),TRANSFORMADORES
227,BAJANTE 4/0 (Conductor y Pines),TRANSFORMADORES
228,BAJANTE 477 (Conductor y Pines),TRANSFORMADORES
229,TE-MONT CONEX A RED BT 477-4/0,TRANSFORMADORES
230,TE-MONT CONEX A RED BT 477-2/0,TRANSFORMADORES
231,TE-MONT CONEX A RED BT 4/0-4/0,TRANSFORMADORES
232,TE-MONT CONEX A RED BT 4/0-2/0,TRANSFORMADORES
233,SOPORTE TIPO L,TRANSFORMADORES
234,FUSIBLE EXPULSIÓN 3.5 A TIPO D,TRANSFORMADORES
235,FUSIBLE EXPULSIÓN 5.2 A TIPO D,TRANSFORMADORES
236,FUSIBLE EXPULSIÓN 7 A TIPO D,TRANSFORMADORES
237,FUSIBLE EXPULSIÓN 10.4 A TIPO D,TRANSFORMADORES
238,TE-MONT CONEX A RED BT TPX-CONCENTRICO,JUMPERS Y CONEXIONES
239,TE-MONT (PR - 201),PROTECCIONES
240,TE-MONT ( PR - 202 ) EN CRUCETA DE 6',PROTECCIONES
241,TE-MONT ( PR - 202 ) EN CRUCETA DE 8',PROTECCIONES
242,TE-MONT PARARRAYO EN POSTE,PROTECCIONES
243,TE-MONT PARARRAYO EN CRUCETA,PROTECCIONES
244,TE-MONT SOPORTE TERM CABLE URD 1Ø,PROTECCIONES
245,TE-MONT SOPORTE TERM CABLE URD 3Ø,PROTECCIONES
246,PR - 208 CRUCETA DE 6',PROTECCIONES
247,PR - 208 CRUCETA DE 8',PROTECCIONES
248,TE-MONT JUMPER 477-477,JUMPERS Y CONEXIONES
249,TE-MONT JUMPER 477-4/0,JUMPERS Y CONEXIONES
250,TE-MONT JUMPER 477-2/0,JUMPERS Y CONEXIONES
251,TE-MONT JUMPER 4/0-4/0,JUMPERS Y CONEXIONES
252,TE-MONT JUMPER 4/0-2/0,JUMPERS Y CONEXIONES
253,TE-MONT JUMPER 2/0-2/0,JUMPERS Y CONEXIONES
254,TE-MONT JUMPER 2/0-#2,JUMPERS Y CONEXIONES
255,TE-MONT JUMPER 4/0-#2,JUMPERS Y CONEXIONES
256,TE-MONT JUMPER 477-#2,JUMPERS Y CONEXIONES
257,TE-MONT CONEX 477-477,JUMPERS Y CONEXIONES
258,TE-MONT CONEX 477-4/0,JUMPERS Y CONEXIONES
259,TE-MONT CONEX 477-2/0,JUMPERS Y CONEXIONES
260,TE-MONT CONEX 4/0-4/0,JUMPERS Y CONEXIONES
261,TE-MONT CONEX 4/0-2/0,JUMPERS Y CONEXIONES
262,TE-MONT CONEX 2/0-2/0,JUMPERS Y CONEXIONES
263,TE-MONT CONEX 2/0-#2,JUMPERS Y CONEXIONES
264,TE-MONT CONEX 4/0-#2,JUMPERS Y CONEXIONES
265,TE-MONT CONEX 477-#2,JUMPERS Y CONEXIONES
266,TE-MONT AISLADOR Y ESPIGA CRUC ACERO (EA-MT),ARMADOS TIPO PIN Y CAMPANA
267,TE-MONT AISLADOR Y ESPIGA CBZA POSTE (EC-MT),ARMADOS TIPO PIN Y CAMPANA
268,TE-MONT ESPIGA TRANSVERSAL (ET-MT),ARMADOS TIPO LINE POST Y POLIMERICO
269,TE-EMP PLENA TRACC COND #2 AWG,EMPALMES
270,TE-EMP PLENA TRACC COND 1/0 AWG,EMPALMES
271,TE-EMP PLENA TRACC COND 2/0 AWG,EMPALMES
272,TE-EMP PLENA TRACC COND 4/0 AWG,EMPALMES
273,TE-EMP PLENA TRACC COND 466 MCM,EMPALMES
274,TE-EMP PLENA TRACC COND 477 MCM,EMPALMES
275,TE-MONT SF1 - MT,PROTECCIONES
276,TE-MONT SF2 - MT,PROTECCIONES
277,TE-MONT SF1 - MT (Base 200A),PROTECCIONES
278,TE-MONT SF2 - MT (Base 200A),PROTECCIONES
279,TE-MONT SP2 - MT,PROTECCIONES
280,TE-M DE TEND 1Ø COND AAAC 2/0AWG,TENDIDO CONDUCTOR
281,TE-M TEND 3Ø COND AAAC 2/0AWG,TENDIDO CONDUCTOR
282,TE-M TEND 3Ø COND AAAC 4/0 AWG,TENDIDO CONDUCTOR
283,TE-M TEND 3Ø COND AAAC 465 MCM,TENDIDO CONDUCTOR
284,TE-M TEND PARA NEUTRO AAAC 2/0 AWG,TENDIDO CONDUCTOR
285,TE-M TEND PARA NEUTRO AAAC 4/0 AWG,TENDIDO CONDUCTOR
286,TE-M TEND TRIPLEX 2/0 NEUTRO 2/0,TENDIDO CONDUCTOR
287,TE-M TEND TRIPLEX 4/0 NEUTRO 2/0,TENDIDO CONDUCTOR
288,TE-M TEND TRIPLEX 4/0 NEUTRO 4/0,TENDIDO CONDUCTOR
289,TEND. COND CU 8/3,TENDIDO CONDUCTOR
290,TEND. COND CU 6/3,TENDIDO CONDUCTOR
291,TEND. COND. CU 4/3,TENDIDO CONDUCTOR
292,TEND. COND CU 6/3 ALUMINIO,TENDIDO CONDUCTOR
293,TEND. COND. CU 4/3 ALUMINIO,TENDIDO CONDUCTOR
294,AS-INST CAJA DERIV POSTE (FLEJADA) (4/3),ARMADO BT
295,AS-INST CAJA DERIV POSTE (FLEJADA) (6/3),ARMADO BT
296,AS-INST CAJA DERIV POSTE (ATORNILLADA) (4/3),ARMADO BT
297,AS-INST CAJA DERIV POSTE (ATORNILLADA) (6/3),ARMADO BT
298,AS-INST CAJA DERIV ANTIF EN CRUC (4/3),ARMADO BT
299,AS-INST CAJA DERIV ANTIF EN CRUC (6/3),ARMADO BT
300,TE-MONT CRUC SIMPLE ACERO 6' (CSA-MT),ENSAMBLES DIVERSOS
301,TE-MONT CRUC DOBLE DE ACERO 6' (CDA-MT),ENSAMBLES DIVERSOS
302,TE-MONT CRUC SIMPLE ACERO 8' (CSA-MT1),ENSAMBLES DIVERSOS
303,TE-MONT CRUC DOBLE DE ACERO 8' (CDA-MT1),ENSAMBLES DIVERSOS
304,TE-MONT CRUC DOBLE DE ACERO 45º 6' (C45-MT),ENSAMBLES DIVERSOS
305,TE-MONT CRUC DOBLE DE ACERO 45º 8'  (C45-MT1),ENSAMBLES DIVERSOS
306,TE-MONT CRUC EN VOLADIZO DE 6´ [CV1-BT],ENSAMBLES DIVERSOS
307,TE-MONT CRUC EN VOLADIZO DE 8´ [CV1-MT],ENSAMBLES DIVERSOS
308,TE-MONT CV2 - MT Cruc. 6 VOLADIZO DE DOS NIVELES,ENSAMBLES DIVERSOS
309,TE-MONT CV2 - MT Cruc. 8 VOLADIZO DE DOS NIVELES,ENSAMBLES DIVERSOS
310,TE-MONT CV3 - MT Cruc. 6 VOLADIZO DE TRES NIVELES,ENSAMBLES DIVERSOS
311,TE-MONT CV3 - MT Cruc. 8 VOLADIZO DE TRES NIVELES,ENSAMBLES DIVERSOS
312,TE-MONT CV4 - MT Cruc. 6 VOLADIZO CRUCETA DOBLE,ENSAMBLES DIVERSOS
313,TE-MONT CV4 - MT Cruc. 8 VOLADIZO CRUCETA DOBLE,ENSAMBLES DIVERSOS
314,TE-MONT CV5 - MT Cruc. 6 VOLADIZO DOS NIVELES CRUCETA DOBLE,ENSAMBLES DIVERSOS
315,TE-MONT CV5 - MT Cruc. 8 VOLADIZO DOS NIVELES CRUCETA DOBLE,ENSAMBLES DIVERSOS
316,KIT BT SOCKET ANTI-FRAUDE 120V(8/2 de AL),MEDIDAS
317,KIT BT SOCKET ANTI-FRAUDE 240V(6/3 de AL),MEDIDAS
318,KIT BT SOCKET NORMAL 120V (8/2 de AL),MEDIDAS
319,KIT BT SOCKET NORMAL 240 V (6/3 de AL),MEDIDAS
320,KIT BT SOCKET ANTI-FRAUDE 120V(10/2 de CU),MEDIDAS
321,KIT BT SOCKET ANTI-FRAUDE 240V(8/3 de CU),MEDIDAS
322,KIT BT SOCKET NORMAL 120V (10/2 de CU),MEDIDAS
323,KIT BT SOCKET NORMAL 240 V (8/3 de CU),MEDIDAS
324,INST-TOTALIZADOR INDIRECTO A LINEA BT NO TELEMEDIDO EN RED NORMAL.,MEDIDAS
325,INST-TOTALIZADOR INDIRECTO A LINEA BT NO TELEMEDIDO EN RED ANTIFRAUDE.,MEDIDAS
326,Descripción Materiales,Estructura
327,POSTE HORMIGON ARMADO VIB 300DAN 9M,HAV-300-09
328,POSTE HORMIGON ARMADO VIB 300DAN 10.5M,HAV-300-10
329,POSTE HORMIGON ARMADO VIB 500DAN 10.5M,HAV-500-10
330,POSTE HORMIGON ARMADO VIB 500DAN 12M,HAV-500-12
331,POSTE HORMIGON ARMADO VIB 500DAN 14M,HAV-500-14
332,POSTE HORMIGON ARMADO VIB 800DAN 12M,HAV-800-12
333,POSTE HORMIGON ARMADO VIB 800DAN 14M,HAV-800-14
334,POSTE HORMIGON ARMADO VIB 800DAN 10.5M,HAV-800-10
335,POSTE HORMIGON ARMADO VIB 800DAN 15M,HAV-800-15
336,POSTE MADERA 9M CLASE 5,M - 9 - CL5
337,POSTE MADERA 10.5M CLASE 5,M - 10 - CL5
338,POSTE MADERA 10.5M CLASE 3,M - 10 - CL3
339,POSTE MADERA 12M CLASE 3,M - 12 - CL3
340,POSTE 60 CLASE III,M - 18 - CL5
341,"POSTE METALICO CHAPA 300 DAN 10,5 M",MCH-300-10
342,POSTE METALICO CHAPA 300 DAN 9 M,MCH-300-9
343,POSTE METALICO METAL 500 DAN 10  M.,MCH-500-10
344,POSTE METALICO CHAPA 500 DAN 12 M,MCH-500-12
345,POSTE METALICO CHAPA 500 DAN 14  M.,MCH-500-14
346,POSTE METALICO CHAPA 800-12,MCH-800-12
347,POSTE METALICO CHAPA 800-14,MCH-800-14
348,"TORNILLOCABEZA HEXAGONAL 5/8"" X 3""",MTA-101 (55-5)
349,"ESPIGA ACERO GAL VASTAGO 3/4"" X 7 3/4""",MTA-101 (55-5)
350,GRAPA CONEXION DOBLE S/TOR,MTA-101 (55-5)
351,ALAMBRE LIGADURAALUMINIO,MTA-101 (55-5)
352,"ARAN PLAN CUA AC GALV 21/4""X21/4"" D 5/8""",MTA-101 (55-5)
353,"ARANDELA PRESION ACERO GALV P/TORN 1/2""",MTA-101 (55-5)
354,AISLADOR PORC.TIPO ESPIGA ANSI 55-5,MTA-101 (55-5)
355,"CRUCETA ACERO GALV 5'-7"" 3"" X 3""",MTA-101 (55-5)
356,"FLEJE GALV 13/4""X13/4""X3/16""X60""ORF9/16""",MTA-101 (55-5)
357,"TORNILLO HEX PAS AC GALV 5/8"" X 12""",MTA-101 (55-5)
358,"TORNILLO MAQUINA 1/2"" X 2""",MTA-101 (55-5)
359,"ARANDELA PRESION ACERO GALV P/TORN 5/8""",MTA-101 (55-5)
360,PERNO CORTO GALVANIZADO ANSI 57-1/3,MTA-101 (57-1)
361,AISLADOR PORC.TIPO LINE POST ANSI 57-1,MTA-101 (57-1)
362,"TUERCA CAB HEX AC GALV P/TORNILLO 5/8""",MTA-102 (55-5)
363,"PERNO ROSCA CORRIDA AC GALV 5/8"" X12""",MTA-102 (55-5)
364,"TORNILLO ESP ROSCA CORRIDA 1/2"" X12""",MTA-102 (55-5)
365,GRAPA RETENCION 2/0 AWG A 4/0 AWG,MTA-103 (55-5)
366,AISLADOR PORC.TIPO SUSPENSION ANSI 52-1,MTA-103 (55-5)
367,"TUERCA D/OJO AC GALV P/TORNILLO 5/8""",MTA-103 (55-5)
368,"FLEJE GALV 1-1/4"" X 1/4"" X 28'ORIF 9/16""",MTA-103 (55-5)
369,"ARANDELA PRESION ACERO GALV P/TORN 3/8""",MTA-103 (55-5)
370,"TORNILLO HEX PAS AC GALV 3/8"" X 2""",MTA-103 (55-5)
371,"TORNILLO MAQUINA AC GALV 1/2"" X 12""",MTA-103 (55-5)
372,AISLADOR COMPOSITE T/SUSPENSION 13.2KV,MTA-103 (57-1)
373,"ESPIGA ACERO GALV 20"" P/INST CZA POSTE",MTA-103 CC (55-5)
374,SOPORTE DE ACERO PARA AISLADOR RIGIDO EN CABEZA DE POSTE,MTA-103 CC (57-1)
375,"FLEJE AC GALV 1-3/4""X1-3/4""X3/16""X84""",MTA-107 (55-5)
376,"CRUCETA ACERO GALV 8'-0""3"" X 3""",MTA-107 (55-5)
377,"ABRAZADERA PERNO P/TORNILLO 5/8""",MTA-302 (2/0-4/0) (55-5)
378,GRAPA RETENCION 336 MCM A 477 MCM,MTA-302 (366/477) (55-5)
379,"PERNO ROSCA CORRIDA AC GALV 5/8""X14'",F1-MT (2/0-4/0) (55-5)
380,GRAPA RETENCION 4AWG A 1/0 AWG,F5-MT (4-1/0) (55-5)
381,"PERNO ROSCA CORRIDA AC GALV 5/8"" X6""",F5-MT (4-1/0) (55-5)
382,"TORNILLO P/AISLADOR T/CARRETE 5/8"" X 18""",AL-BT
383,AISLADOR PORC.TIPO CARRETE ANSI 53-2,AL-BT
384,"TORNILLO HEX PAS AC GALV 5/8"" X 14""",SU-BT
385,SOPORTE TIPO HORQILLAP/AISL T/CARRETE,SU-BT
386,"TORNILLO CABEZA HEXAGONAL 5/8"" X 2""",SVAF-BT
387,PORTA AISLADOR Y CODILLO,SVAF-BT
388,SOPORTE PARA TRIPLEX EN CRUCETA,SV-BT
389,CONECTOR CUÑA PRESION 2/0 AWG # 2/0 AWG,DERV 1/2 VANO 2/0-2/0
390,CAJA AISLANTECONECTOR CUÑA HASTA 300MCM,DERV 1/2 VANO 2/0-2/0
391,CONECTOR CUÑA PRESION 4/0AWG - 4/0AWG,DERV 1/2 VANO 4/0-4/0
392,PINZA RETENCION DOBLE 6/3AWG - 8/2AWG,F4-BT
393,CONDUCTOR TRIPLEX 4/0 AWG - N2/0,DERIV BT(4/0-4/0)POS
394,CONDUCTOR TRIPLEX 2/0 AWG - N2/0,JUMP AER TRIPX 2/0
395,CONECTOR CUÑA PRESION 4/0 AWG # 2/0 AWG,JUMP AER TRIPX 4/0-2/0
396,"TORNILLO CABEZA HEXAGONAL 1/2"" X 2""",SUSP VOLAD BT
397,CONECTOR CUÑA PRESION P.T. AWG 2/0 - # 2,PR-101 CON 14m DE CU
398,PICA PUESTA A TIERRA 5/8' X 8',PR-101 CON 14m DE CU
399,CONDUCTOR CU DESNUDO 7 HILOS #2 AWG,PR-101 CON 14m DE CU
400,"TUBO PVC DIAMETRO 1/2""",PR-102 CON 14m DE CU
401,"TORNILLOTIRAFONDO 1"" X 10""",PR-102 CON 14m DE CU
402,"ABRAZADERA EMT TIPO OMEGA 3/4""",PR-102 CON 14m DE CU
403,"TARUGO PLASTICO 1/4"" X 1""",PR-102 CON 14m DE CU
404,"FLEJE 10 X 0,4",PR-102 CON 12m DE CU (Flejado)
405,"HEBILLA P/FLEJE 10MM 1/2""",PR-102 CON 12m DE CU (Flejado)
406,CABLE ACERO COBREADO DESNUDO #2 AWG 7 HI,PR-101 CON 14m DE ACERO COBREADO
407,CONECTOR CUÑA PRESION 2/0 AWG # 2,PT-101 2/0 (1 DV)
408,"TUBO ABIERTO SEÑALIZACIÓNY PROT 2"" X 8""",HA-100B
409,"VARILLAANCLAJE SIMPLE 3/4"" X 8""",HA-100B
410,"ARANDELA CUADRADA 3"" X 3""P/TORNILLO",HA-100B
411,CONO ANCLAJE 500MM,HA-100B
412,PLETINA FIJ ANG GUARDACAB P/TIRANTE 5/8,HA-100B
413,"CABLE ACERO GALVANIZADOP/RETENIDA 3/8""",HA-100B
414,RETENCION TERM PREFORMADO CABLE AC 3/8,HA-100B
415,"ABRAZADERA CONTRA PRESION P/TUBO ANCL 2""",HA-106
416,"SOPORTE TUBERIA ANCLAJE 2""",HA-106
417,TUBO D/ANCLAJE,HA-106
418,"TUERCA GUARDA CABO RECTO P/TOR 5/8""",HA-105
419,"VARILLAANCLAJE DOBLE 3/4"" X 8""",HA-108
420,"CABLE ACERO GALVANIZADO P/RETENIDA 1/2""","HA-100B (Cable de 1/2"")"
421,"GUARDACABOS P/RETENCION AC GALV 1/2""","HA-100B (Cable de 1/2"")"
422,"RETENCION PREF TERM CABLE AC GALV 1/2""","HA-100B (Cable de 1/2"")"
423,GRAPA SUSPENSION AL P/COND 4/0-266 AWG,MT-103 (55-5)
424,"ARANDELA CUADRADA 2""X2"" P/TORNILLO 1/2""",MT-301 (55-5)
425,"TUERCA HEXAGONALACERO GALVANIZADO 1/2""",MT-322 (55-5)
426,"FLEJE VERTICAL11/2""X11/2""X3/16""X35-1/2""",LB-608 (55-5)
427,"ESPIGA C/MANGUITO ADAPT 5/8""X1"" L=51/4""",MT-212 (55-5)
428,AISLADOR PORC.TIPO LINE POST ANSI 57-3,MT-301 (34.5 KV)
429,AISLADOR POLIMÉRICO TIPO SUSPENSIÓN 35k,MT-305 (2/0-4/0) C8 (34.5 KV)
430,LUMINARIA APS 240V 150W,AP-103
431,BRAZO LAMP/ACERO GALVANIZADO 6',AP-103
432,CELULA FOTOELECTRICA 240V/1000W,AP-103
433,BOMBILLO SODIO 150W,AP-103
434,CONDUCTOR CU CONCENTRICO 10/3 AWG.,AP-103
435,CONECTOR PERFORACION 1/0-4/0 AWG P-35,AP-103
436,BRAZO LAMP/ACERO GALVANIZADO 12',AP-104
437,LUMINARIA APS 240V 250W,AP-104
438,BOMBILLO APS 250W,AP-104
439,TERMINAL COMPRESION TIPO PIN 4/0,CT TP 1Ø CSP 7.2 25KVA
440,TERMINAL COMPRESION TIPO PIN 2/0,CT TP 1Ø CSP 7.2 25KVA
441,TRANSF TP 1Ø CSP 7.2KV 25 KVA,CT TP 1Ø CSP 7.2 25KVA
442,"SOPORTE TIPO L AC GALV ¼""",CT TP 1Ø CSP 7.2 25KVA
443,TUBO Y BASE CORTACIRCUITO 15KV 100 AMPS,CT TP 1Ø CSP 7.2 25KVA
444,TRANSF TP 1Ø CSP 7.2KV 37 KVA,CT TP 1Ø CSP 7.2 37.5KVA
445,TRANSF TP 1Ø CSP 7.2KV 50 KVA,CT TP 1Ø CSP 7.2 50KVA
446,TRANSF TP 1Ø CSP 7.2KV 75 KVA,CT TP 1Ø CSP 7.2 75KVA
447,TERMINAL COMPRESION TIPO PIN 477 MCM,CT TP 1Ø CSP 7.2 75KVA
448,CABLE ALUMINIO 477MCM AISLAMIENTOXLP,CT TP 1Ø CSP 7.2 75KVA
449,CONDUCTOR AAAC 4/0 AWG ALLIANCE,CT TP 1Ø CSP 7.2 75KVA
450,"TUBERIA FLEX LIQ TIGHT 2""",CT BL TP 1Ø CSP 7.2  25KVA
451,"CONDULET 2""",CT BL TP 1Ø CSP 7.2  25KVA
452,TRANSF BL TP 1Ø CSP 7.2KV 25 KVA,CT BL TP 1Ø CSP 7.2  25KVA
453,"CONECTOR CURVO LIQUIDTAIGHT 2""",CT BL TP 1Ø CSP 7.2  25KVA
454,TRANSF BL TP 1Ø CSP 7.2KV 37 KVA,CT BL TP 1Ø CSP 7.2  37.5 KVA
